rank,buyerId,name,phone,email,website,contactLabel,contactStatus,confidence,lehighCurrentHoldings,countLots30kPlus,avgAcres30kPlus,avgPrice30kPlus,countLots50kPlus,avgAcres50kPlus,avgPrice50kPlus,sourceUrl,nextAction,notes
96,lehigh-buyer-djrt-investments-llc,DJRT INVESTMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,8,5,0.2943,49550.0,2,0.287,58375.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 8. 30k+ lots: 5, avg acres 0.2943, avg price $49550.0. 50k+ lots: 2, avg acres 0.287, avg price $58375.0. Package caution: possible package-repeat in examples."
97,lehigh-buyer-chagani-feroz-a,CHAGANI FEROZ A,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,52,4,0.2296,115500.0,2,0.2296,200000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 52. 30k+ lots: 4, avg acres 0.2296, avg price $115500.0. 50k+ lots: 2, avg acres 0.2296, avg price $200000.0. Package caution: possible package-repeat in examples."
98,lehigh-buyer-diaz-parking-company-llc,DIAZ PARKING COMPANY LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,4,0.2367,89750.0,2,0.2367,137500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 4, avg acres 0.2367, avg price $89750.0. 50k+ lots: 2, avg acres 0.2367, avg price $137500.0. Package caution: possible package-repeat in examples."
99,lehigh-buyer-najmi-realty-llc,NAJMI REALTY LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,4,0.245,44375.0,2,0.2401,54000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 4, avg acres 0.245, avg price $44375.0. 50k+ lots: 2, avg acres 0.2401, avg price $54000.0. Package caution: check distinct deed docs before relying on high averages."
100,lehigh-buyer-j-e-investings-inc,J&E INVESTINGS INC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,4,0.2398,46500.0,2,0.2501,56000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 4, avg acres 0.2398, avg price $46500.0. 50k+ lots: 2, avg acres 0.2501, avg price $56000.0. Package caution: check distinct deed docs before relying on high averages."
101,lehigh-buyer-subhadra-ramnath-llc,SUBHADRA RAMNATH LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,18,3,0.2841,49166.67,2,0.3012,57000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 18. 30k+ lots: 3, avg acres 0.2841, avg price $49166.67. 50k+ lots: 2, avg acres 0.3012, avg price $57000.0. Package caution: possible package-repeat in examples."
102,lehigh-buyer-land-build-management-llc,LAND BUILD MANAGEMENT LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,9,3,0.25,65333.33,2,0.25,82500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 9. 30k+ lots: 3, avg acres 0.25, avg price $65333.33. 50k+ lots: 2, avg acres 0.25, avg price $82500.0. Package caution: possible package-repeat in examples."
103,lehigh-buyer-p-c-management-1937-inc,P&C MANAGEMENT 1937 INC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,3,0.2871,51666.67,2,0.2872,53500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 3, avg acres 0.2871, avg price $51666.67. 50k+ lots: 2, avg acres 0.2872, avg price $53500.0. Package caution: possible package-repeat in examples."
104,lehigh-buyer-eco-solar-company-llc,ECO SOLAR COMPANY LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,46,2,0.2518,66500.0,2,0.2518,66500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 46. 30k+ lots: 2, avg acres 0.2518, avg price $66500.0. 50k+ lots: 2, avg acres 0.2518, avg price $66500.0. Package caution: possible package-repeat in examples."
105,lehigh-buyer-nova-investment-group-llc,NOVA INVESTMENT GROUP LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,16,2,0.2324,67800.0,2,0.2324,67800.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 16. 30k+ lots: 2, avg acres 0.2324, avg price $67800.0. 50k+ lots: 2, avg acres 0.2324, avg price $67800.0. Package caution: check distinct deed docs before relying on high averages."
106,lehigh-buyer-bricks-developments-llc,BRICKS DEVELOPMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,9,2,0.2296,335000.0,2,0.2296,335000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 9. 30k+ lots: 2, avg acres 0.2296, avg price $335000.0. 50k+ lots: 2, avg acres 0.2296, avg price $335000.0. Package caution: possible package-repeat in examples."
107,lehigh-buyer-royal-sf-investments-llc,ROYAL SF INVESTMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,2,0.2685,59000.0,2,0.2685,59000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 2, avg acres 0.2685, avg price $59000.0. 50k+ lots: 2, avg acres 0.2685, avg price $59000.0. Package caution: check distinct deed docs before relying on high averages."
108,lehigh-buyer-your-family-home-builders-llc,YOUR FAMILY HOME BUILDERS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,2,0.297,155000.0,2,0.297,155000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 2, avg acres 0.297, avg price $155000.0. 50k+ lots: 2, avg acres 0.297, avg price $155000.0. Package caution: check distinct deed docs before relying on high averages."
109,lehigh-buyer-valdes-delsy-b-tr,VALDES DELSY B TR,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,2,0.2501,98500.0,2,0.2501,98500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 2, avg acres 0.2501, avg price $98500.0. 50k+ lots: 2, avg acres 0.2501, avg price $98500.0. Package caution: check distinct deed docs before relying on high averages."
